checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
< 0 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),1274,< 100 DM,< 1 año,3,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,37,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
Sin cuenta,21,Créditos existentes pagados hasta ahora,Auto (usado),5248,Desconocido / Sin ahorros,1 - 4 años,1,Hombre: soltero,Ninguno,3,Auto u otro,26,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Auto (usado),3029,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,2,Auto u otro,33,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,6,Créditos existentes pagados hasta ahora,Muebles/Equipo,428,< 100 DM,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,1,Seguro de vida / Ahorro para vivienda,49,Banco,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Auto (nuevo),976,< 100 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,23,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Negocios,841,100 - 500 DM,4 - 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,23,Ninguno,Alquiler,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,30,Cuenta crítica / Otros créditos,Radio/TV,5771,< 100 DM,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,25,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Retraso en pagos en el pasado,Reparaciones,1555,>= 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,55,Ninguno,Gratis,2,Empleado calificado / oficial,2,No,Sí,Mal Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),1285,Desconocido / Sin ahorros,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,32,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
>= 200 DM,6,Cuenta crítica / Otros créditos,Auto (nuevo),1299,< 100 DM,1 - 4 años,1,Hombre: soltero,Ninguno,1,Bienes raíces,74,Ninguno,Propia,3,No calificado - no residente,2,No,No,Buen Pagador
>= 200 DM,15,Cuenta crítica / Otros créditos,Radio/TV,1271,Desconocido / Sin ahorros,1 - 4 años,3,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,39,Ninguno,Gratis,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (nuevo),1393,< 100 DM,1 - 4 años,2,Hombre: soltero,Garante,2,Bienes raíces,31,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),691,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,35,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,15,Cuenta crítica / Otros créditos,Auto (nuevo),5045,Desconocido / Sin ahorros,>= 7 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,59,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,18,Cuenta crítica / Otros créditos,Muebles/Equipo,2124,< 100 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,24,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,2214,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,24,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,21,Cuenta crítica / Otros créditos,Auto (nuevo),12680,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,30,Ninguno,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (nuevo),2463,100 - 500 DM,4 - 7 años,4,Hombre: casado/viudo,Ninguno,3,Seguro de vida / Ahorro para vivienda,27,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1155,< 100 DM,>= 7 años,3,Hombre: casado/viudo,Garante,3,Bienes raíces,40,Banco,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
< 0 DM,30,Créditos existentes pagados hasta ahora,Muebles/Equipo,3108,< 100 DM,< 1 año,2,Hombre: divorciado/separado,Ninguno,4,Seguro de vida / Ahorro para vivienda,31,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
Sin cuenta,10,Créditos existentes pagados hasta ahora,Auto (usado),2901,Desconocido / Sin ahorros,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,31,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Cuenta crítica / Otros créditos,Muebles/Equipo,3617,< 100 DM,>= 7 años,1,Hombre: soltero,Ninguno,4,Auto u otro,28,Ninguno,Alquiler,3,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Radio/TV,1655,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Bienes raíces,63,Ninguno,Propia,2,No calificado - residente,1,Sí,Sí,Buen Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Auto (usado),2812,Desconocido / Sin ahorros,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,26,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,36,Cuenta crítica / Otros créditos,Educación,8065,< 100 DM,1 - 4 años,3,Mujer: divorciada/separada/casada,Ninguno,2,Desconocido / Sin propiedad,25,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,21,Cuenta crítica / Otros créditos,Auto (usado),3275,< 100 DM,>= 7 años,1,Hombre: soltero,Ninguno,4,Auto u otro,36,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Radio/TV,2223,100 - 500 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,52,Banco,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
>= 200 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),1480,500 - 1000 DM,Desempleado,2,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,66,Banco,Gratis,3,No calificado - no residente,1,No,Sí,Buen Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),1371,Desconocido / Sin ahorros,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,25,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,36,Cuenta crítica / Otros créditos,Auto (nuevo),3535,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,37,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Radio/TV,3509,< 100 DM,4 - 7 años,4,Mujer: divorciada/separada/casada,Garante,1,Bienes raíces,25,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,36,Cuenta crítica / Otros créditos,Auto (usado),5711,>= 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,38,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Reparaciones,3872,< 100 DM,Desempleado,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,67,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,39,Cuenta crítica / Otros créditos,Radio/TV,4933,< 100 DM,4 - 7 años,2,Hombre: soltero,Garante,2,Bienes raíces,25,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (nuevo),1940,>= 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,60,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,12,Sin créditos / Todos pagados,Recapacitación,1410,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Bienes raíces,31,Ninguno,Propia,1,No calificado - residente,1,Sí,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),836,100 - 500 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,23,Banco,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
0 - 200 DM,20,Créditos existentes pagados hasta ahora,Auto (usado),6468,Desconocido / Sin ahorros,Desempleado,1,Hombre: divorciado/separado,Ninguno,4,Bienes raíces,60,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Negocios,1941,>= 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,35,Ninguno,Propia,1,No calificado - residente,1,Sí,Sí,Buen Pagador
Sin cuenta,22,Créditos existentes pagados hasta ahora,Radio/TV,2675,500 - 1000 DM,>= 7 años,3,Hombre: soltero,Ninguno,4,Auto u otro,40,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,48,Cuenta crítica / Otros créditos,Auto (usado),2751,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,3,Auto u otro,38,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
0 - 200 DM,48,Retraso en pagos en el pasado,Educación,6224,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,50,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,40,Cuenta crítica / Otros créditos,Educación,5998,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,27,Banco,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
0 - 200 DM,21,Créditos existentes pagados hasta ahora,Negocios,1188,< 100 DM,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,39,Ninguno,Propia,1,Empleado calificado / oficial,2,No,Sí,Mal Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (usado),6313,Desconocido / Sin ahorros,>= 7 años,3,Hombre: soltero,Ninguno,4,Auto u otro,41,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
Sin cuenta,6,Cuenta crítica / Otros créditos,Muebles/Equipo,1221,Desconocido / Sin ahorros,1 - 4 años,1,Hombre: casado/viudo,Ninguno,2,Seguro de vida / Ahorro para vivienda,27,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
>= 200 DM,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,2892,< 100 DM,>= 7 años,3,Hombre: divorciado/separado,Ninguno,4,Desconocido / Sin propiedad,51,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,3062,500 - 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,3,Desconocido / Sin propiedad,32,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,9,Créditos existentes pagados hasta ahora,Muebles/Equipo,2301,100 - 500 DM,< 1 año,2,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,22,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Auto (usado),7511,Desconocido / Sin ahorros,>= 7 años,1,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,51,Ninguno,Gratis,1,Empleado calificado / oficial,2,Sí,Sí,Mal Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Muebles/Equipo,1258,< 100 DM,< 1 año,2,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,22,Ninguno,Alquiler,2,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,24,Retraso en pagos en el pasado,Auto (nuevo),717,Desconocido / Sin ahorros,>= 7 años,4,Hombre: casado/viudo,Ninguno,4,Auto u otro,54,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,9,Créditos existentes pagados hasta ahora,Auto (nuevo),1549,Desconocido / Sin ahorros,< 1 año,4,Hombre: soltero,Ninguno,2,Bienes raíces,35,Ninguno,Propia,1,No calificado - no residente,1,No,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Educación,1597,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,54,Ninguno,Gratis,2,Empleado calificado / oficial,2,No,Sí,Buen Pagador
0 - 200 DM,18,Cuenta crítica / Otros créditos,Radio/TV,1795,< 100 DM,>= 7 años,3,Mujer: divorciada/separada/casada,Garante,4,Bienes raíces,48,Banco,Alquiler,2,No calificado - residente,1,Sí,Sí,Buen Pagador
< 0 DM,20,Cuenta crítica / Otros créditos,Muebles/Equipo,4272,< 100 DM,>= 7 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,24,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Radio/TV,976,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,35,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),7472,Desconocido / Sin ahorros,Desempleado,1,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,24,Ninguno,Alquiler,1,No calificado - no residente,1,No,Sí,Buen Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Auto (nuevo),9271,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,1,Auto u otro,24,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
0 - 200 DM,6,Créditos existentes pagados hasta ahora,Radio/TV,590,< 100 DM,< 1 año,3,Hombre: casado/viudo,Ninguno,3,Bienes raíces,26,Ninguno,Propia,1,No calificado - residente,1,No,No,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Radio/TV,930,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,65,Ninguno,Propia,4,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,42,Todos los créditos en este banco pagados,Auto (usado),9283,< 100 DM,Desempleado,1,Hombre: soltero,Ninguno,2,Desconocido / Sin propiedad,55,Banco,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
0 - 200 DM,15,Sin créditos / Todos pagados,Auto (nuevo),1778,< 100 DM,< 1 año,2,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,26,Ninguno,Alquiler,2,No calificado - no residente,1,No,Sí,Mal Pagador
0 - 200 DM,8,Créditos existentes pagados hasta ahora,Negocios,907,< 100 DM,< 1 año,3,Hombre: casado/viudo,Ninguno,2,Bienes raíces,26,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,6,Créditos existentes pagados hasta ahora,Radio/TV,484,< 100 DM,4 - 7 años,3,Hombre: casado/viudo,Garante,3,Bienes raíces,28,Banco,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
< 0 DM,36,Cuenta crítica / Otros créditos,Auto (usado),9629,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,24,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,48,Créditos existentes pagados hasta ahora,Electrodomésticos,3051,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,4,Auto u otro,54,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,48,Créditos existentes pagados hasta ahora,Auto (nuevo),3931,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,46,Ninguno,Gratis,1,Empleado calificado / oficial,2,No,Sí,Mal Pagador
0 - 200 DM,36,Retraso en pagos en el pasado,Auto (nuevo),7432,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,54,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Electrodomésticos,1338,500 - 1000 DM,1 - 4 años,1,Hombre: divorciado/separado,Ninguno,4,Bienes raíces,62,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,6,Cuenta crítica / Otros créditos,Radio/TV,1554,< 100 DM,4 - 7 años,1,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,24,Ninguno,Alquiler,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Otros,15857,< 100 DM,Desempleado,2,Hombre: divorciado/separado,Co-solicitante,3,Auto u otro,43,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Radio/TV,1345,< 100 DM,1 - 4 años,4,Hombre: casado/viudo,Ninguno,3,Bienes raíces,26,Banco,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Auto (nuevo),1101,< 100 DM,1 - 4 años,3,Hombre: casado/viudo,Ninguno,2,Bienes raíces,27,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
>= 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,3016,< 100 DM,1 - 4 años,3,Hombre: casado/viudo,Ninguno,1,Auto u otro,24,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Muebles/Equipo,2712,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,41,Banco,Propia,1,Empleado calificado / oficial,2,No,Sí,Mal Pagador
< 0 DM,8,Cuenta crítica / Otros créditos,Auto (nuevo),731,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,47,Ninguno,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Muebles/Equipo,3780,< 100 DM,< 1 año,3,Hombre: divorciado/separado,Ninguno,2,Auto u otro,35,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,21,Cuenta crítica / Otros créditos,Auto (nuevo),1602,< 100 DM,>= 7 años,4,Hombre: casado/viudo,Ninguno,3,Auto u otro,30,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,18,Cuenta crítica / Otros créditos,Auto (nuevo),3966,< 100 DM,>= 7 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,33,Banco,Alquiler,3,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,18,Sin créditos / Todos pagados,Negocios,4165,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Auto u otro,36,Tiendas,Propia,2,Empleado calificado / oficial,2,No,Sí,Mal Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Auto (usado),8335,Desconocido / Sin ahorros,>= 7 años,3,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,47,Ninguno,Gratis,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,48,Retraso en pagos en el pasado,Negocios,6681,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,38,Ninguno,Gratis,1,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
Sin cuenta,24,Retraso en pagos en el pasado,Negocios,2375,500 - 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,44,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Auto (nuevo),1216,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,3,Auto u otro,23,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,45,Sin créditos / Todos pagados,Negocios,11816,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Auto u otro,29,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Radio/TV,5084,Desconocido / Sin ahorros,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,42,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
>= 200 DM,15,Créditos existentes pagados hasta ahora,Radio/TV,2327,< 100 DM,< 1 año,2,Mujer: divorciada/separada/casada,Ninguno,3,Bienes raíces,25,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
< 0 DM,12,Sin créditos / Todos pagados,Auto (nuevo),1082,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Auto u otro,48,Banco,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Radio/TV,886,Desconocido / Sin ahorros,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,21,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,4,Créditos existentes pagados hasta ahora,Muebles/Equipo,601,< 100 DM,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,3,Bienes raíces,23,Ninguno,Alquiler,1,No calificado - residente,2,No,Sí,Buen Pagador
< 0 DM,24,Cuenta crítica / Otros créditos,Auto (usado),2957,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,63,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Radio/TV,2611,< 100 DM,>= 7 años,4,Hombre: casado/viudo,Co-solicitante,3,Bienes raíces,46,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,36,Créditos existentes pagados hasta ahora,Muebles/Equipo,5179,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,29,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,21,Retraso en pagos en el pasado,Auto (usado),2993,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,2,Bienes raíces,28,Tiendas,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Reparaciones,1943,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,23,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,24,Todos los créditos en este banco pagados,Negocios,1559,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,50,Banco,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,3422,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,47,Banco,Propia,3,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
0 - 200 DM,21,Créditos existentes pagados hasta ahora,Muebles/Equipo,3976,Desconocido / Sin ahorros,4 - 7 años,2,Hombre: soltero,Ninguno,3,Auto u otro,35,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Auto (nuevo),6761,Desconocido / Sin ahorros,1 - 4 años,2,Hombre: soltero,Ninguno,4,Auto u otro,68,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Auto (nuevo),1249,< 100 DM,< 1 año,4,Hombre: casado/viudo,Ninguno,2,Bienes raíces,28,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,9,Créditos existentes pagados hasta ahora,Radio/TV,1364,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,4,Bienes raíces,59,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,709,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,57,Tiendas,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
< 0 DM,20,Cuenta crítica / Otros créditos,Auto (nuevo),2235,< 100 DM,1 - 4 años,4,Hombre: casado/viudo,Garante,2,Seguro de vida / Ahorro para vivienda,33,Banco,Alquiler,2,Empleado calificado / oficial,1,No,No,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (usado),4042,Desconocido / Sin ahorros,4 - 7 años,3,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,43,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,15,Cuenta crítica / Otros créditos,Radio/TV,1471,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,35,Ninguno,Gratis,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,18,Todos los créditos en este banco pagados,Auto (nuevo),1442,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,32,Ninguno,Gratis,2,No calificado - residente,2,No,Sí,Mal Pagador
Sin cuenta,36,Retraso en pagos en el pasado,Auto (nuevo),10875,< 100 DM,>= 7 años,2,Hombre: soltero,Ninguno,2,Auto u otro,45,Ninguno,Propia,2,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
